0.006283,200
0.011314,200
0.013155,200
0.015197,200
0.016478,200
0.026383,200
0.027833,200
0.028759,200
0.029387,200
0.030032,200
0.030168,200
0.030499,200
0.029326,200
0.031491,200
0.030899,200
0.031434,200
0.031769,200
0.033300,200
0.033657,200
0.034143,200
0.035288,200
0.035180,200
0.036180,200
0.036433,200
0.035669,200
0.037716,200
0.038887,200
0.009764,200
0.009526,200
0.007382,200
0.006530,200
0.005670,200
0.006939,200
0.007352,200
0.004179,200
0.002015,200
0.001047,200
0.001571,200
0.002210,200
0.001064,200
0.002950,200
0.002903,200
0.000530,200
0.000827,200
0.001522,200
0.003161,200
0.004136,200
0.004399,200
0.005310,200
0.006395,200
0.006745,200
0.007352,200
0.005414,200
0.004933,200
0.005510,200
0.002469,200
0.001843,200
0.000918,200
0.002242,200
0.001887,200
0.001924,200
0.002459,200
0.002853,200
0.001664,200
0.000741,200
0.001124,200
0.001172,200
0.001525,200
0.002113,200
0.001612,200
0.001903,200
0.002245,200
0.002197,200
0.003087,200
0.003817,200
0.003473,200
0.002091,200
0.003504,200
0.003658,200
0.002722,200
0.001880,200
0.001227,200
0.001769,200
0.001472,200
0.002059,200
0.002458,200
0.002927,200
0.003301,200
0.003505,200
0.003385,200
0.003874,200
0.004426,200
0.005486,200
0.005892,200
0.004872,200
0.004763,200
0.004920,200
0.004508,200
0.004129,200
0.004248,200
0.001403,200
0.001960,200
0.001882,200
0.000776,200
0.002713,200
0.002608,200
0.002050,200
0.000994,200
0.002639,200
0.003557,200
0.003666,200
0.004073,200
0.001029,200
0.000913,200
0.000764,200
0.001035,200
0.000993,200
0.001248,200
0.001544,200
0.001817,200
0.001951,200
0.001735,200
0.002448,200
0.002319,200
0.001918,200
0.002963,200
0.002587,200
0.001595,200
0.001864,200
0.002011,200
0.000943,200
0.001815,200
0.001853,200
0.000926,200
0.001428,200
0.001766,200
0.002350,200
0.001554,200
0.002039,200
0.003109,200
0.002355,200
0.002463,200
0.000943,200
0.001994,200
0.002654,200
0.002772,200
0.002912,200
0.003051,200
0.003442,200
0.003260,200
0.002659,200
0.001534,200
0.001676,200
0.001286,200
0.001104,200
0.002072,200
0.000570,200
0.000640,200
0.001124,200
0.003517,200
0.003495,200
0.004035,200
0.004202,200
0.001443,200
0.001786,200
0.002080,200
0.002075,200
0.002694,200
0.003459,200
0.001081,200
0.001689,200
0.001889,200
0.003032,200
0.003080,200
0.001105,200
0.000861,200
0.000434,200
0.000695,200
0.000552,200
0.000490,200
0.002812,200
0.003409,200
0.003801,200
0.002973,200
0.002904,200
0.003153,200
0.004202,200
0.002700,200
0.001047,200
0.003176,200
0.001274,200
0.001203,200
0.001940,200
0.001081,200
0.000937,200
0.000856,200
0.000845,200
0.000905,200
0.000728,200
0.002873,200
0.002551,200
0.002680,200
0.002349,200
0.002126,200
0.000869,200
0.000601,200
0.000521,200
0.001302,200
0.002459,200
0.002900,200
0.003167,200
0.001068,200
0.000543,200
0.000776,200
0.001481,200
0.002143,200
0.002429,200
0.001033,200
0.000971,200
0.002858,200
0.003300,200
0.001220,200
0.001039,200
0.001180,200
0.000408,200
0.000683,200
0.000775,200
0.000989,200
0.001242,200
0.001094,200
0.001410,200
0.000797,200
0.000874,200
0.001800,200
0.003149,200
0.004105,200
0.004451,200
0.002005,200
0.001457,200
0.000450,200
0.000623,200
0.001287,200
0.001420,200
0.001811,200
0.002303,200
0.002255,200
0.003698,200
0.003868,200
0.004178,200
0.001876,200
0.001818,200
0.001581,200
0.002255,200
0.002762,200
0.002662,200
0.003612,200
0.002438,200
0.004809,200
0.004807,200
0.005501,200
0.001783,200
0.002664,200
0.001604,200
0.001149,200
0.001872,200
0.002168,200
0.002652,200
0.004004,200
0.003164,200
0.000536,200
0.001218,200
0.002245,200
0.001061,200
0.000843,200
0.002205,200
0.002360,200
0.001173,200
0.002354,200
0.000727,200
0.001074,200
0.001131,200
0.000954,200
0.000689,200
0.001261,200
0.000447,200
0.000380,200
0.000702,200
0.001530,200
0.001051,200
0.000782,200
0.001258,200
0.001817,200
0.002241,200
0.002484,200
0.002410,200
0.002759,200
0.001982,200
0.002269,200
0.001682,200
0.001880,200
0.001422,200
0.002007,200
0.001131,200
0.002104,200
0.002279,200
0.002017,200
0.002093,200
0.000397,200
0.000448,200
0.001337,200
0.001917,200
0.001410,200
0.001772,200
0.001140,200
0.001135,200
0.001359,200
0.000684,200
0.000926,200
0.001093,200
0.001130,200
0.001347,200
0.001263,200
0.001232,200
0.002605,200
0.002355,200
0.002588,200
0.003668,200
0.001719,200
0.001805,200
0.001549,200
0.001439,200
0.001646,200
0.002033,200
0.002432,200
0.001888,200
0.001189,200
0.001383,200
0.004721,200
0.005021,200
0.005067,200
0.006238,200
0.006651,200
0.001764,200
0.001559,200
0.000882,200
0.001368,200
0.001351,200
0.001959,200
0.001633,200
0.001604,200
0.001255,200
0.000856,200
0.001349,200
0.000725,200
